Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,Outlet
FDV47,17.1,0,0.05274253044444444,85.5566,OUT049,1,0,1,1860.2452,14,1,1.0,9
FDZ26,11.6,2,0.143897558,240.6222,OUT013,0,2,1,2868.2664,26,1,0.8740008662060431,1
FDK48,7.445,0,0.037845086,75.5354,OUT017,2,1,1,1956.1204,6,1,1.178185106830452,2
FDX32,15.1,2,0.1748389,142.8786,OUT019,2,0,0,433.4358,28,1,1.794233985720053,4
FDE56,17.25,2,0.278730642,63.2194,OUT019,2,0,0,247.6776,28,1,1.6148105901776428,4
DRJ01,6.135,0,0.115500999,161.1236,OUT018,1,2,2,644.4944,4,0,0.9334195300276819,3
FDC53,8.68,0,0.01478914,97.7384,OUT010,2,2,0,98.5384,15,1,1.4641166561151409,0
NCN07,18.5,1,0.033938279,132.5284,OUT035,2,1,1,1318.284,9,2,0.8745633828841648,6
FDI28,14.3,0,0.026299797,79.4302,OUT013,0,2,1,1743.0644,26,1,0.9288589995164833,1
NCO55,12.8,1,0.159394437,105.6938,OUT019,2,0,0,214.3876,28,2,1.5315372017426938,4
FDP46,15.35,0,0.06430449811111111,88.283,OUT046,2,0,1,1797.66,16,1,1.0,8
FDX26,17.7,0,0.09161016429999999,182.5292,OUT013,0,2,1,2736.438,26,1,1.0,1
FDD56,15.2,2,0.10377827,175.6054,OUT046,2,0,1,2451.4756,16,1,0.8747287876220587,8
FDP12,9.8,2,0.045522854,35.0874,OUT017,2,1,1,352.874,6,1,1.0047208989922634,2
FDT40,5.985,0,0.095331433,125.5678,OUT027,1,2,3,2543.356,28,1,1.0225960985157396,5
FDV57,15.25,2,0.049433515250000004,179.766,OUT018,1,2,2,3056.022,4,1,1.0,3
FDZ09,17.6,0,0.105472205,165.6868,OUT017,2,1,1,3111.9492,6,1,0.9348909861631491,2
FDA07,7.55,2,0.030938774,121.0072,OUT035,2,1,1,2082.6224,9,1,0.8745634048316212,6
FDV36,18.7,0,0.026174636,127.102,OUT027,1,2,3,3415.554,28,1,0.953860372345039,5
FDQ01,19.7,2,0.160671255,254.7014,OUT035,2,1,1,3570.0196,9,1,0.9988808333928378,6
FDW46,13.0,2,0.070243155,65.7484,OUT013,0,2,1,391.4904,26,1,0.9215224119487028,1
FDW19,12.35,2,0.038313981,109.957,OUT027,1,2,3,4504.137,28,1,0.8704928751551922,5
FDY01,11.8,2,0.170548238,113.8834,OUT049,1,0,1,1382.2008,14,1,1.0006230380203376,9
FDG60,20.35,0,0.060794097,233.6616,OUT049,1,0,1,2577.9776,14,1,0.9310779316478436,9
FDL22,16.85,0,0.036446751,90.3488,OUT049,1,0,1,996.0368,14,1,0.9237238239430735,9
DRK01,7.63,0,0.061188147,94.0436,OUT045,2,1,1,1134.5232,11,0,0.9241603461773779,7
FDO12,15.75,0,0.054884821,195.3452,OUT013,0,2,1,1761.7068,26,1,1.3299487922307862,1
FDX12,18.2,2,0.026064486,241.8196,OUT046,2,0,1,4097.3332,16,1,1.1717954724328836,8
FDR28,13.85,2,0.025936747,164.921,OUT049,1,0,1,2609.936,14,1,0.9310779416480429,9
FDH57,10.895,0,0.035949725,132.9284,OUT017,2,1,1,3295.71,6,1,0.879676618124296,2
FDC04,15.6,0,0.045168898,242.9854,OUT018,1,2,2,2175.1686,4,1,0.9260469261132291,3
NCI06,11.3,1,0.04767798,181.466,OUT013,0,2,1,3775.086,26,2,0.8740008592518366,1
NCY53,20.0,1,0.058812134,111.6544,OUT017,2,1,1,1565.9616,6,2,1.0333086592315015,2
FDR22,19.35,2,0.018667601,112.9544,OUT017,2,1,1,2908.2144,6,1,0.9348909584409683,2
FDM33,15.6,0,0.087646694,221.5798,OUT013,0,2,1,5509.495,26,1,1.0272169779606801,1
FDO57,20.75,0,0.19033746,159.4578,OUT019,2,0,0,160.4578,28,1,1.5315371960738176,4
FDO56,10.195,2,0.045165796,118.4808,OUT018,1,2,2,1640.5312,4,1,0.8782920651392533,3
FDO58,19.6,0,0.039385518,164.8526,OUT027,1,2,3,2631.2416,28,1,0.9178236800589181,5
FDQ45,9.5,2,0.010914988,183.8608,OUT035,2,1,1,2572.6512,9,1,1.141820006601955,6
FDO60,20.0,0,0.034203092,43.3086,OUT027,1,2,3,624.5204,28,1,1.0321817792271692,5
FDI34,10.65,2,0.085268317,229.7668,OUT049,1,0,1,3916.2356,14,1,0.9237238336289731,9
FDJ26,15.3,2,0.084354713,215.5218,OUT027,1,2,3,4915.6014,28,1,0.9544539627185111,5
FDV08,7.35,0,0.028571132,40.8454,OUT013,0,2,1,587.2356,26,1,1.2832787577611198,1
DRD60,15.7,0,0.037383778,179.7634,OUT018,1,2,2,1817.634,4,0,0.9260469339059443,3
FDX20,7.365,0,0.042354152,227.272,OUT027,1,2,3,7017.532,28,1,0.9178236778931194,5
FDG59,15.85,0,0.043410693,39.4164,OUT018,1,2,2,154.4656,4,1,1.0316823130837047,3
FDN58,13.8,2,0.056872392,231.1984,OUT046,2,0,1,5097.3648,16,1,0.9990697443638997,8
FDV48,9.195,2,0.051573903,79.8644,OUT013,0,2,1,785.644,26,1,1.036097089037514,1
FDA15,9.3,0,0.016113019,248.8092,OUT017,2,1,1,5976.2208,6,1,0.9348909682284497,2
FDI19,15.1,0,0.052295514,242.9512,OUT013,0,2,1,4847.024,26,1,1.0414585575846653,1
FDX19,19.1,0,0.097127867,234.4958,OUT018,1,2,2,1635.8706,4,1,0.9334195306120621,3
FDO52,11.6,2,0.077284566,172.4106,OUT049,1,0,1,4277.765,14,1,1.0006230413674726,9
NCO05,7.27,1,0.046653872,98.6384,OUT045,2,1,1,1970.768,11,2,0.9315179196095074,7
NCP17,19.35,1,0.02775746,62.5168,OUT049,1,0,1,1534.0032,14,2,1.2863096886941476,9
FDK56,9.695,0,0.1138588751,186.7898,OUT010,2,2,0,561.2694,15,1,1.0,0
NCG43,20.2,1,0.06998150610000001,94.1462,OUT046,2,0,1,832.9158,16,2,1.0,8
DRM59,5.88,0,0.003574698,154.6998,OUT027,1,2,3,3229.7958,28,0,0.917823638190543,5
FDA47,10.5,2,0.11733375,164.121,OUT017,2,1,1,2773.057,6,1,1.0336461916706936,2
FDY20,12.5,2,0.081684728,92.3488,OUT013,0,2,1,1177.1344,26,1,0.9215224129176627,1
FDZ22,9.395,0,0.079261744,81.825,OUT019,2,0,0,83.225,28,1,1.6148105880674195,4
FDB52,17.75,0,0.030410273,256.0672,OUT013,0,2,1,2045.3376,26,1,0.9215224034314117,1
NCS29,9.0,1,0.069938838,264.8884,OUT017,2,1,1,2914.8724,6,2,0.8796766135301803,2
DRC12,17.85,0,0.037885683,190.4188,OUT049,1,0,1,952.094,14,0,1.0006230307852428,9
FDP13,8.1,2,0.235183205,41.548,OUT019,2,0,0,79.896,28,1,1.5103918559301297,4
DRF23,4.61,0,0.123151947,175.2396,OUT018,1,2,2,2093.2752,4,0,1.040940938066097,3
FDB56,8.75,2,0.074565098,186.8556,OUT013,0,2,1,7322.4684,26,1,1.1399044958800777,1
FDQ47,7.155,2,0.169137707,35.2874,OUT017,2,1,1,388.1614,6,1,0.8796766148839347,2
FDY39,5.305,2,0.0490836461,182.0608,OUT027,1,2,3,7717.9536,28,1,1.0,5
FDY36,12.3,0,0.009429612,71.338,OUT045,2,1,1,1098.57,11,1,0.8765027377058205,7
NCM17,7.93,1,0.071076672,44.9086,OUT013,0,2,1,802.9548,26,2,0.928858983446228,1
DRN35,8.01,0,0.070234306,34.9532,OUT035,2,1,1,539.298,9,0,0.929456821663059,6
FDK22,9.8,0,0.043663452,217.185,OUT010,2,2,0,432.77,15,1,1.542447142586238,0
FDI07,12.35,2,0.059110912,199.3426,OUT019,2,0,0,395.4852,28,1,1.7990141396359713,4
DRK37,5.0,0,0.034134971800000004,190.453,OUT010,2,2,0,379.506,15,0,1.0,0
NCP05,19.6,1,0.042324556,150.9024,OUT010,2,2,0,303.6048,15,2,2.2564727994448566,0
NCD42,16.5,1,0.012657494,36.3506,OUT049,1,0,1,872.8638,14,2,1.0286232205195862,9
FDW11,12.6,0,0.048857925,61.0194,OUT049,1,0,1,1052.6298,14,1,0.931077926452087,9
FDI14,14.1,0,0.090185027,140.2496,OUT017,2,1,1,2681.8424,6,1,1.0047208958726517,2
NCY42,6.38,1,0.015186146,144.947,OUT049,1,0,1,3435.528,14,2,0.9237238045743793,9
FDV26,20.25,2,0.07410213155555555,194.2794,OUT049,1,0,1,4291.7468,14,1,1.0,9
FDX15,17.2,0,0.155541973,159.7578,OUT027,1,2,3,641.8312,28,1,0.99423170592082,5
NCG07,12.3,1,0.052502049,190.853,OUT046,2,0,1,4364.319,16,2,0.9222899127971153,8
FDC44,15.6,0,0.172596885,114.8518,OUT046,2,0,1,2163.1842,16,1,1.0369034877578478,8
FDC47,15.0,0,0.118868155,229.4694,OUT035,2,1,1,5937.6044,9,1,0.8745633907915317,6
NCK53,11.6,1,0.037639672,98.4042,OUT049,1,0,1,1388.8588,14,2,0.9596232818619536,9
FDY49,17.2,2,0.021031586,164.7184,OUT019,2,0,0,495.3552,28,1,1.614810594365189,4
NCM07,9.395,1,0.069968018,83.9908,OUT019,2,0,0,167.7816,28,2,1.6148105842996547,4
FDR47,17.85,0,0.087963415,193.3794,OUT017,2,1,1,4291.7468,6,1,1.0305630740299627,2
FDS59,14.8,2,0.043885147,108.757,OUT035,2,1,1,1867.569,9,1,0.8745633955908454,6
DRK47,7.905,0,0.064163983,229.9694,OUT049,1,0,1,4567.388,14,0,0.9310779369367611,9
FDZ27,7.935,0,0.015264210111111112,51.235,OUT019,2,0,0,49.935,28,1,1.0,4
FDE36,5.26,2,0.043597660999999996,165.5868,OUT027,1,2,3,5404.9644,28,1,1.0,5
FDM51,11.8,2,0.02592132,101.9674,OUT035,2,1,1,1731.7458,9,1,1.02457278696018,6
FDY48,14.0,0,0.023734872,103.2332,OUT046,2,0,1,1845.5976,16,1,0.9222899188261331,8
FDA35,14.85,2,0.053921264,123.0072,OUT049,1,0,1,1960.1152,14,1,1.0006230411835386,9
NCL31,7.39,1,0.120770963,143.447,OUT018,1,2,2,2290.352,4,2,0.9260469369460091,3
FDC47,15.0,0,0.118791698,229.9694,OUT013,0,2,1,4339.0186,26,1,0.8740008642412562,1
FDI26,5.94,0,0.034717799,179.4344,OUT027,1,2,3,6066.7696,28,1,0.9178236958281376,5
FDQ16,19.7,0,0.041823046,108.0912,OUT045,2,1,1,1965.4416,11,1,0.9241603484831019,7
FDK15,10.8,0,0.164724567,98.4042,OUT010,2,2,0,99.2042,15,1,1.4641166686316263,0
NCO53,16.2,1,0.174336148,184.0608,OUT027,1,2,3,6431.628,28,2,1.1363659519335993,5
FDG12,6.635,2,0.006295472,122.4098,OUT027,1,2,3,3735.8038,28,1,1.278498080128911,5
FDU28,19.2,2,0.093463546,189.1214,OUT027,1,2,3,2261.0568,28,1,0.9539191560958016,5
FDI20,19.1,0,0.067520165,211.3586,OUT019,2,0,0,422.1172,28,1,1.5315371930017723,4
DRN37,9.6,0,0.161182103,165.3158,OUT010,2,2,0,334.2316,15,0,1.7739518410254187,0
FDD28,10.695,0,0.053296868,59.6904,OUT046,2,0,1,937.4464,16,1,1.160863053780946,8
FDP31,21.1,2,0.161474419,62.9168,OUT035,2,1,1,1086.5856,9,1,0.998880838066977,6
DRD27,18.75,0,0.041740624,98.3042,OUT019,2,0,0,198.4084,28,0,2.031620093781937,4
DRF01,5.655,0,0.306542848,147.3102,OUT019,2,0,0,291.6204,28,0,1.6783470483940146,4
DRD25,6.135,0,0.079293753,111.286,OUT018,1,2,2,2263.72,4,0,0.9624832442195822,3
FDD53,16.2,0,0.044472637,43.3454,OUT017,2,1,1,922.7988,6,1,0.9639236204730041,2
FDQ24,15.7,0,0.073816097,253.4724,OUT045,2,1,1,2013.3792,11,1,1.029861156608128,7
FDY49,17.2,2,0.012080016,164.4184,OUT017,2,1,1,2641.8944,6,1,0.9275067423303689,2
NCP18,12.15,1,0.02859825,150.4708,OUT046,2,0,1,2257.062,16,2,0.9222899286008238,8
FDT07,5.82,2,0.076944658,257.133,OUT027,1,2,3,7433.657,28,1,1.0227997425369848,5
FDG46,8.63,2,0.055084019,114.7518,OUT010,2,2,0,455.4072,15,1,1.4641166578108866,0
FDH50,15.0,2,0.162093059,182.5266,OUT018,1,2,2,1290.9862,4,1,1.1465472307753075,3
FDS40,15.35,0,0.024546148,34.619,OUT019,2,0,0,36.619,28,1,1.6783470259054303,4
FDZ60,20.5,0,0.118783796,108.5596,OUT027,1,2,3,1725.7536,28,1,0.9095813731529074,5
FDG38,8.975,2,0.052836076,86.6224,OUT045,2,1,1,1619.2256,11,1,1.039307956756857,7
FDG31,12.15,0,0.037889224,64.7826,OUT035,2,1,1,904.1564,9,1,0.9583971390422227,6
FDS39,6.895,0,0.022587621,143.7812,OUT017,2,1,1,1994.7368,6,1,0.9348910006746493,2
FDL22,16.85,0,0.036213953,92.5488,OUT027,1,2,3,2625.9152,28,1,0.9178236805046007,5
FDQ20,8.325,0,0.029779207,39.3138,OUT035,2,1,1,974.7312,9,1,0.9294568319372452,6
DRB24,8.785,0,0.020693619,153.1656,OUT017,2,1,1,1853.5872,6,0,1.0047209133457047,2
DRI51,17.25,0,0.042037073,172.6764,OUT027,1,2,3,6183.9504,28,0,1.0319385142428559,5
FDJ60,19.35,2,0.062516602,163.9184,OUT035,2,1,1,3137.2496,9,1,0.9294568159544849,6
FDB40,17.5,2,0.012620221,144.8102,OUT010,2,2,0,291.6204,15,1,1.5422992921129086,0
FDO15,16.75,2,0.008615,72.4038,OUT017,2,1,1,739.038,6,1,0.8796765632985948,2
FDI53,8.895,2,0.137618927,161.5236,OUT035,2,1,1,1772.3596,9,1,1.032729802441781,6
FDZ14,7.71,2,0.047588696,122.4756,OUT046,2,0,1,605.878,16,1,0.9222899181507125,8
NCD54,21.1,1,0.050790917,142.7786,OUT019,2,0,0,144.4786,28,2,1.6148105890803641,4
FDF28,15.7,2,0.037864721,124.1046,OUT046,2,0,1,1120.5414,16,1,0.8747287913603853,8
FDD39,16.7,0,0.070551723,217.685,OUT017,2,1,1,2163.85,6,1,0.9275067583456744,2
NCN54,20.35,1,0.021326471,76.1328,OUT046,2,0,1,772.328,16,2,0.9222899089578492,8
NCO41,12.5,1,0.018955479,100.1384,OUT017,2,1,1,2167.8448,6,2,0.934890986009941,2
FDH45,15.1,2,0.105666833,41.6796,OUT046,2,0,1,495.3552,16,1,0.9222899138096411,8
NCD55,14.0,1,0.040725405,43.4454,OUT010,2,2,0,41.9454,15,2,1.5560143880304136,0
DRK35,8.365,0,0.072252888,39.6506,OUT017,2,1,1,834.9132,6,0,0.8796766153120825,2
FDM25,10.695,2,0.061008889,177.5712,OUT017,2,1,1,2636.568,6,1,0.9641442037309926,2
NCW30,5.21,1,0.011007815,259.5962,OUT035,2,1,1,2848.9582,9,2,0.9988808340341425,6
FDU15,13.65,2,0.025070953400000002,37.9532,OUT045,2,1,1,575.2512,11,1,1.0,7
DRN35,8.01,0,0.070247589,37.5532,OUT046,2,0,1,1366.2216,16,0,0.9296326043491178,8
FDN28,5.88,2,0.030294931,104.099,OUT049,1,0,1,412.796,14,1,1.0006230374789051,9
NCK29,5.615,1,0.210511558,121.373,OUT010,2,2,0,123.173,15,2,2.1776947172339214,0
FDA49,19.7,0,0.0650227,87.0198,OUT049,1,0,1,697.7584,14,1,0.8760887596708783,9
FDE40,15.6,2,0.173587926,60.0194,OUT019,2,0,0,123.8388,28,1,1.8000222695662953,4
FDD52,18.25,2,0.183579854,110.857,OUT049,1,0,1,1977.426,14,1,1.0006230345471216,9
FDZ31,15.35,2,0.113678422,189.7504,OUT018,1,2,2,2492.7552,4,1,1.1465472345180865,3
FDA13,15.85,0,0.078174543,39.9506,OUT027,1,2,3,721.0614,28,1,0.8704928837244507,5
FDU08,10.3,0,0.027292686,101.2042,OUT013,0,2,1,396.8168,26,1,0.9982383503717569,1
FDU15,13.65,2,0.026602089,35.1532,OUT046,2,0,1,790.9704,16,1,1.0610720930939945,8
FDD45,8.615,0,0.116226984,95.9436,OUT035,2,1,1,2741.7644,9,1,1.0608181745688385,6
FDY50,5.8,0,0.131221393,87.8172,OUT045,2,1,1,1070.6064,11,1,1.1442114309022546,7
FDD08,8.3,0,0.035409328,36.2506,OUT049,1,0,1,834.9132,14,1,0.8760887650684127,9
NCE30,16.0,1,0.09645156222222223,210.4902,OUT045,2,1,1,3610.6334,11,2,1.0,7
FDB05,5.155,0,0.083327693,247.2776,OUT049,1,0,1,5944.2624,14,1,0.9237238347474939,9
FDS09,8.895,2,0.08125293,49.8008,OUT045,2,1,1,1062.6168,11,1,0.9241603414474484,7
FDZ07,15.1,2,0.0885665866,63.7194,OUT018,1,2,2,1362.2268,4,1,1.0,3
FDS57,15.5,0,0.103422709,144.847,OUT035,2,1,1,1717.764,9,1,1.0280640050683891,6
FDX28,6.325,0,0.125688044,100.9042,OUT018,1,2,2,2083.2882,4,1,1.288688898946168,3
FDN56,5.46,2,0.187443314,145.8786,OUT019,2,0,0,288.9572,28,1,1.531537202269987,4
FDX44,9.3,0,0.04295842,89.3172,OUT035,2,1,1,2051.9956,9,1,0.9221155218557286,6
NCF19,13.0,1,0.034938717,49.0034,OUT027,1,2,3,826.2578,28,2,0.8704928849916085,5
NCA17,20.6,1,0.045603215,149.2392,OUT018,1,2,2,4026.7584,4,2,1.176429214291493,3
FDY40,15.5,2,0.085834992,49.6692,OUT046,2,0,1,788.3072,16,1,1.0606104916817956,8
NCX54,9.195,1,0.048050783,105.6622,OUT035,2,1,1,1693.7952,9,2,0.9294568131409852,6
FDK28,5.695,0,0.065589906,258.2646,OUT046,2,0,1,5410.9566,16,1,0.9296326025460356,8
FDI32,17.7,0,0.173529036,113.2834,OUT027,1,2,3,4376.9692,28,1,1.0557564794796237,5
FDT11,5.94,2,0.029492018,188.0556,OUT018,1,2,2,938.778,4,1,0.8782920778177383,3
FDO32,6.36,0,0.121225455,45.906,OUT017,2,1,1,1118.544,6,1,0.9348909854450754,2
DRJ01,6.135,0,0.114475357,160.9236,OUT027,1,2,3,2255.7304,28,0,0.9251308201298857,5
FDW02,4.805,2,0.03667857255555556,123.9704,OUT045,2,1,1,2253.0672,11,1,1.0,7
NCK30,14.85,1,0.060927824,254.8698,OUT013,0,2,1,4819.7262,26,2,0.9288589935100948,1
NCM43,14.5,1,0.019459164,161.621,OUT013,0,2,1,2120.573,26,2,0.8740008754936578,1
FDJ14,10.3,2,0.050070476,77.896,OUT046,2,0,1,1278.336,16,1,1.1239534671775437,8
FDE59,12.15,0,0.06227604,37.9532,OUT035,2,1,1,1078.596,9,1,0.9294568238567171,6
FDN10,11.5,0,0.046217345,120.3124,OUT045,2,1,1,474.0496,11,1,1.0301574788617611,7
NCC18,19.1,1,0.177270016,174.0422,OUT046,2,0,1,1724.422,16,2,0.9585019419806137,8
FDN34,15.6,2,0.080127283,168.7132,OUT019,2,0,0,338.2264,28,1,2.0308711756965643,4
FDU12,15.5,2,0.076059648,265.1568,OUT018,1,2,2,2109.2544,4,1,0.8782920693562349,3
FDR33,7.31,0,0.026788937,110.357,OUT046,2,0,1,3185.853,16,1,0.874728800863045,8
FDP33,18.7,0,0.089197963,257.3672,OUT013,0,2,1,2045.3376,26,1,0.9581548413196938,1
FDT49,7.0,0,0.151279591,107.028,OUT013,0,2,1,2876.256,26,1,1.0360406011919283,1
FDK02,12.5,0,0.112203445,121.144,OUT035,2,1,1,1438.128,9,1,0.9583971494911757,6
NCM07,9.395,1,0.039961837,84.0908,OUT046,2,0,1,419.454,16,2,0.9222899147387247,8
FDX38,10.5,2,0.048207017,45.9376,OUT046,2,0,1,575.2512,16,1,0.958133646866411,8
FDS56,5.785,2,0.064871045,262.1252,OUT010,2,2,0,786.9756,15,1,1.5560143924655223,0
FDU26,16.7,2,0.042685217,120.7782,OUT049,1,0,1,1072.6038,14,1,0.8760887582077103,9
FDR16,5.845,2,0.105181277,214.4218,OUT049,1,0,1,5343.045,14,1,1.0345310386594835,9
FDA58,9.395,0,0.103751236,235.8932,OUT046,2,0,1,942.7728,16,1,1.142306332058318,8
FDI26,5.94,0,0.035028853,179.8344,OUT018,1,2,2,1249.0408,4,1,0.9260469340547925,3
FDU36,6.15,0,0.046262201,97.8384,OUT035,2,1,1,2069.3064,9,1,1.0268323024514479,6
FDG60,20.35,0,0.060688248,234.2616,OUT035,2,1,1,4687.232,9,1,0.9294568257699655,6
FDH14,17.1,2,0.078347922,141.8838,OUT010,2,2,0,280.9676,15,1,1.4641166685298284,0
FDQ37,20.75,0,0.088828418,192.2478,OUT027,1,2,3,7943.6598,28,1,0.8704928751309766,5
FDW23,5.765,0,0.081944045,36.7164,OUT013,0,2,1,849.5608,26,1,0.9215224161320453,1
FDM03,12.65,0,0.123726711,107.7938,OUT017,2,1,1,2251.0698,6,1,1.3381339402989618,2
FDB58,10.5,2,0.013485235,140.0154,OUT013,0,2,1,3119.9388,26,1,0.8740008759429582,1
FDR09,18.25,0,0.077659918,260.2962,OUT013,0,2,1,1035.9848,26,1,0.8740008608501163,1
FDR48,11.65,0,0.12398521520000001,149.8024,OUT018,1,2,2,1821.6288,4,1,1.0,3
FDZ52,19.2,0,0.100074524,110.2886,OUT046,2,0,1,778.3202,16,1,0.9296326006674739,8
DRD60,15.7,0,0.037289996,182.7634,OUT049,1,0,1,3453.5046,14,0,0.9237238264459233,9
FDJ14,10.3,2,0.050028809,80.096,OUT013,0,2,1,239.688,26,1,1.123018150143272,1
NCY29,13.65,1,0.077234113,56.893,OUT046,2,0,1,1188.453,16,2,0.874728791037537,8
NCP41,16.6,1,0.016197216,108.8596,OUT013,0,2,1,970.7364,26,2,0.8740008844034985,1
FDK46,9.6,0,0.051571772,258.462,OUT045,2,1,1,4673.916,11,1,1.0382411313810251,7
FDI48,11.85,2,0.055672032,50.5666,OUT013,0,2,1,922.7988,26,1,1.0267170496131826,1
FDX48,17.75,2,0.066336811,154.1656,OUT019,2,0,0,617.8624,28,1,1.531537203725134,4
NCI29,8.6,1,0.032672263,141.2154,OUT049,1,0,1,709.077,14,2,0.9310779385038749,9
FDL51,20.7,2,0.047491371,213.9876,OUT046,2,0,1,2143.876,16,1,0.9222899132197306,8
FDU21,11.8,2,0.077154417,35.7558,OUT017,2,1,1,577.2486,6,1,0.8796766134974383,2
FDA08,11.85,2,0.087692636,162.5526,OUT019,2,0,0,328.9052,28,1,1.7991462180430278,4
FDK03,12.6,2,0.074221559,255.9356,OUT018,1,2,2,4832.3764,4,1,0.9334195368883382,3
DRH39,20.7,0,0.092834313,77.667,OUT049,1,0,1,2220.443,14,0,1.1536995632133333,9
NCR18,15.85,1,0.020571083,41.6112,OUT018,1,2,2,255.6672,4,2,1.0031395407687795,3
NCX42,6.36,1,0.005978595,163.6526,OUT046,2,0,1,1151.1682,16,2,0.9222898416615664,8
FDR15,9.3,2,0.033489979,156.6314,OUT049,1,0,1,1241.0512,14,1,0.8760887770796492,9
FDN60,15.1,0,0.166609517,157.6604,OUT019,2,0,0,316.9208,28,1,1.6148105906406467,4
FDH24,20.7,0,0.021552357,157.0288,OUT017,2,1,1,2985.4472,6,1,0.9275067557855603,2
FDY50,5.8,0,0.130321652,88.7172,OUT027,1,2,3,3301.0364,28,1,1.1363659575879193,5
FDT26,18.85,2,0.068059156,120.344,OUT049,1,0,1,1797.66,14,1,1.0006230392809086,9
NCC30,16.6,1,0.027573983,176.6344,OUT035,2,1,1,2676.516,9,2,0.9294568253974805,6
NCE43,12.5,1,0.103442268,170.8448,OUT046,2,0,1,4942.8992,16,2,0.8747287887551439,8
DRK39,7.02,0,0.042528407,83.825,OUT017,2,1,1,1414.825,6,0,1.0,2
FDL16,12.85,0,0.168312678,45.906,OUT013,0,2,1,885.514,26,1,0.8740008622244033,1
FDQ36,7.855,2,0.162205516,36.2848,OUT018,1,2,2,1155.8288,4,1,1.2895794523097446,3
FDS34,19.35,2,0.076744561,113.4518,OUT035,2,1,1,1593.9252,9,1,0.9988808292691134,6
FDN32,17.5,0,0.015591925,184.8266,OUT045,2,1,1,2766.399,11,1,1.035019926951086,7
FDZ23,17.75,2,0.067639698,187.624,OUT045,2,1,1,1491.392,11,1,0.8765027690224874,7
DRL49,13.15,0,0.056516756,143.4812,OUT049,1,0,1,854.8872,14,0,0.8760887585525787,9
FDG33,5.365,2,0.140213762,173.7764,OUT035,2,1,1,4637.9628,9,1,0.8745633911188619,6
FDG04,13.1,0,0.006075007,187.5898,OUT045,2,1,1,2432.1674,11,1,0.9241603064621913,7
FDR04,7.075,0,0.022612742,97.0068,OUT045,2,1,1,1944.136,11,1,1.0393079805006997,7
FDF52,9.3,0,0.066770664,180.5292,OUT035,2,1,1,2189.1504,9,1,0.95891707907123,6
FDT36,12.3,0,0.186250852,37.2874,OUT010,2,2,0,176.437,15,1,1.9278741235723775,0
FDH17,16.2,2,0.016639482,95.8726,OUT013,0,2,1,1076.5986,26,1,0.92152242187816,1
NCL42,18.85,1,0.040599963,244.0144,OUT017,2,1,1,5635.3312,6,2,1.005171712204123,2
DRN35,8.01,0,0.070533748,34.2532,OUT018,1,2,2,467.3916,4,0,0.9334195348361972,3
FDL21,15.85,2,0.01251245,38.748,OUT019,2,0,0,79.896,28,1,1.6148105994003012,4
FDX07,19.2,2,0.022807826,183.495,OUT027,1,2,3,4577.375,28,1,1.2788714749096284,5
FDW16,17.35,2,0.041474232,93.0804,OUT046,2,0,1,826.9236,16,1,0.8747287900356071,8
FDS11,7.05,2,0.055289464,222.5088,OUT027,1,2,3,7158.6816,28,1,0.9178236845767337,5
NCZ54,14.65,1,0.083698962,163.4552,OUT018,1,2,2,2599.2832,4,2,1.0289410443731386,3
FDH32,12.8,0,0.076045655,96.541,OUT035,2,1,1,3765.099,9,1,0.8745633891011192,6
NCQ17,10.3,1,0.116366304,158.363,OUT027,1,2,3,4068.038,28,2,0.9498925984029217,5
FDK38,6.65,0,0.053279839,147.7734,OUT035,2,1,1,2078.6276,9,1,1.0327297968894826,6
NCF55,6.675,1,0.021648305,35.6874,OUT013,0,2,1,952.7598,26,2,0.9982383460251812,1
FDW39,6.69,2,0.037060755,176.837,OUT018,1,2,2,1411.496,4,1,1.2954725819512858,3
FDX36,9.695,2,0.224607399,223.1404,OUT019,2,0,0,450.0808,28,1,1.531537196360362,4
FDD47,7.6,2,0.142699588,171.7448,OUT045,2,1,1,4431.5648,11,1,0.8765027644126296,7
FDQ46,7.51,0,0.103726639,110.6544,OUT013,0,2,1,1901.5248,26,1,0.9982383512781364,1
FDE56,17.25,2,0.158424516,62.4194,OUT027,1,2,3,2291.0178,28,1,0.9178236893687758,5
FDY39,5.305,2,0.08234117,185.7608,OUT019,2,0,0,1470.0864,28,1,1.6775683255527343,4
FDG05,11.0,2,0.087847141,156.863,OUT046,2,0,1,2972.797,16,1,1.1418956278336005,8
NCR54,16.35,1,0.158562708,194.711,OUT019,2,0,0,196.411,28,2,1.799146216672898,4
FDX57,17.25,2,0.047458754,95.8068,OUT018,1,2,2,1263.6884,4,1,1.0408411683437673,3
FDC17,12.15,0,0.015385857,208.9928,OUT027,1,2,3,9678.0688,28,1,0.9178236921015107,5
DRL60,8.52,0,0.047377447,150.6682,OUT019,2,0,0,457.4046,28,0,1.5315371944572203,4
FDO32,6.36,0,0.120443298,45.406,OUT013,0,2,1,1118.544,26,1,0.9288589888771702,1
NCO29,11.15,1,0.032229348,163.2526,OUT013,0,2,1,1480.0734,26,2,0.9215224009259187,1
